,Duration,Destination,Gender,Age,userID,groupAge,destID,rating
38565,57,UNITED STATES,1,42,46463,35-60,14,3
38676,16,AUSTRALIA,1,42,46463,35-60,9,3
38793,9,SINGAPORE,1,42,46463,35-60,2,3
38876,41,UNITED STATES,1,42,46463,35-60,14,3
39008,51,SINGAPORE,1,42,46463,35-60,2,3
39009,9,ICELAND,1,42,46463,35-60,33,1
39020,15,THAILAND,1,42,46463,35-60,0,5
39190,91,AUSTRALIA,1,42,46463,35-60,9,3
39203,11,UNITED STATES,1,42,46463,35-60,14,3
39293,12,UNITED KINGDOM,1,42,46463,35-60,27,1
39520,30,AUSTRALIA,1,42,46463,35-60,9,3
39793,4,INDONESIA,1,42,46463,35-60,11,3
39985,27,MALAYSIA,1,42,46463,35-60,1,5
40199,30,HONG KONG,1,42,46463,35-60,13,1
40332,21,INDONESIA,1,42,46463,35-60,11,3
40384,5,SINGAPORE,1,42,46463,35-60,2,3
40427,5,MALAYSIA,1,42,46463,35-60,1,5
40533,11,THAILAND,1,42,46463,35-60,0,5
40735,16,BRUNEI DARUSSALAM,1,42,46463,35-60,6,2
40922,29,AUSTRALIA,1,42,46493,35-60,9,2
41042,18,SINGAPORE,1,42,46493,35-60,2,8
41303,88,THAILAND,1,42,46493,35-60,0,5
41351,6,MALAYSIA,1,42,46493,35-60,1,4
41465,49,AUSTRALIA,1,42,46493,35-60,9,2
41602,23,THAILAND,1,42,46493,35-60,0,5
41748,27,MALAYSIA,1,42,46493,35-60,1,4
41942,10,THAILAND,1,42,46493,35-60,0,5
42033,44,SINGAPORE,1,42,46493,35-60,2,8
42072,18,THAILAND,1,42,46493,35-60,0,5
42081,2,MALAYSIA,1,42,46493,35-60,1,4
42173,21,HONG KONG,1,42,46493,35-60,13,2
42215,80,SINGAPORE,1,42,46493,35-60,2,8
42246,45,UNITED KINGDOM,1,42,46493,35-60,27,1
42251,22,SPAIN,1,42,46493,35-60,34,1
42343,86,BRUNEI DARUSSALAM,1,42,46493,35-60,6,1
42386,40,SINGAPORE,1,42,46493,35-60,2,8
42395,13,SINGAPORE,1,42,46493,35-60,2,8
42404,55,THAILAND,1,42,46493,35-60,0,5
42654,6,SINGAPORE,1,42,46493,35-60,2,8
42748,8,MALAYSIA,1,42,46493,35-60,1,4
42847,7,ITALY,1,42,46493,35-60,38,1
42892,7,UNITED STATES,1,42,46493,35-60,14,1
42941,24,SINGAPORE,1,42,46493,35-60,2,8
42950,8,HONG KONG,1,42,46493,35-60,13,2
43070,89,SINGAPORE,1,42,46493,35-60,2,8
43154,27,INDIA,1,42,46493,35-60,12,1
43192,77,"KOREA, REPUBLIC OF",1,42,46493,35-60,5,1
43336,38,"TAIWAN, PROVINCE OF CHINA",1,42,46493,35-60,16,1
43348,14,VIET NAM,1,42,46493,35-60,23,1
43538,10,MALAYSIA,1,42,46523,35-60,1,4
43540,10,THAILAND,1,42,46523,35-60,0,5
44158,24,PHILIPPINES,1,42,46523,35-60,8,1
44260,61,SINGAPORE,1,42,46523,35-60,2,2
44276,61,THAILAND,1,42,46523,35-60,0,5
44363,18,UNITED STATES,1,42,46523,35-60,14,2
44647,9,INDIA,1,42,46523,35-60,12,1
44844,7,MALAYSIA,1,42,46523,35-60,1,4
44913,57,DENMARK,1,42,46523,35-60,69,1
45095,20,MACAO,1,42,46523,35-60,48,2
45194,64,CANADA,1,42,46523,35-60,21,1
45328,80,SINGAPORE,1,42,46523,35-60,2,2
45358,87,AUSTRALIA,1,42,46523,35-60,9,3
45697,21,UNITED STATES,1,42,46523,35-60,14,2
45757,62,INDONESIA,1,42,46523,35-60,11,2
45879,69,MALAYSIA,1,42,46523,35-60,1,4
45999,88,MAURITIUS,1,42,46523,35-60,81,1
46099,48,SOUTH AFRICA,1,42,46523,35-60,46,1
46116,79,NEW ZEALAND,1,42,46523,35-60,7,2
46339,58,"TAIWAN, PROVINCE OF CHINA",1,42,46523,35-60,16,1
46545,21,AUSTRALIA,1,42,46523,35-60,9,3
47079,6,MACAO,1,42,46523,35-60,48,2
47259,6,GERMANY,1,42,46523,35-60,40,1
47437,30,THAILAND,1,42,46523,35-60,0,5
47475,35,THAILAND,1,42,46523,35-60,0,5
47603,83,AUSTRALIA,1,42,46523,35-60,9,3
47615,79,NEW ZEALAND,1,42,46523,35-60,7,2
47687,19,MALAYSIA,1,42,46523,35-60,1,4
47737,4,INDONESIA,1,42,46523,35-60,11,2
47938,2,THAILAND,1,42,46523,35-60,0,5
47964,11,INDIA,1,42,46553,35-60,12,1
48022,59,NORWAY,1,42,46553,35-60,37,1
48144,39,INDONESIA,1,42,46553,35-60,11,3
48308,15,JAPAN,1,42,46553,35-60,15,1
48309,91,UNITED STATES,1,42,46553,35-60,14,6
48973,6,SINGAPORE,1,42,46553,35-60,2,4
48979,24,SINGAPORE,1,42,46553,35-60,2,4
49094,40,THAILAND,1,42,46553,35-60,0,5
49108,18,MALAYSIA,1,42,46553,35-60,1,3
49148,4,THAILAND,1,42,46553,35-60,0,5
49221,10,SAUDI ARABIA,1,42,46553,35-60,24,1
49301,32,SINGAPORE,1,42,46553,35-60,2,4
49935,37,MALAYSIA,1,42,46553,35-60,1,3
49974,63,UNITED STATES,1,42,46553,35-60,14,6
49987,16,UNITED STATES,1,42,46553,35-60,14,6
49989,22,SINGAPORE,1,42,46553,35-60,2,4
50037,6,BRUNEI DARUSSALAM,1,42,46553,35-60,6,1
50040,37,UNITED STATES,1,42,46553,35-60,14,6
50080,15,THAILAND,1,42,46553,35-60,0,5
50153,36,INDONESIA,1,42,46553,35-60,11,3
50187,6,THAILAND,1,42,46553,35-60,0,5
50222,13,NEW ZEALAND,1,42,46553,35-60,7,1
50360,29,AUSTRALIA,1,42,46553,35-60,9,2
50567,54,SWITZERLAND,1,42,46553,35-60,41,1
50788,2,AUSTRALIA,1,42,46553,35-60,9,2
50854,9,INDONESIA,1,42,46553,35-60,11,3
50928,18,THAILAND,1,42,46553,35-60,0,5
51129,72,UNITED STATES,1,42,46553,35-60,14,6
51230,14,MALAYSIA,1,42,46553,35-60,1,3
51466,13,UNITED STATES,1,42,46553,35-60,14,6
51472,34,SINGAPORE,1,42,46583,35-60,2,7
51605,14,THAILAND,1,42,46583,35-60,0,2
51660,51,SINGAPORE,1,42,46583,35-60,2,7
51824,23,CHINA,1,42,46583,35-60,3,2
51858,4,SINGAPORE,1,42,46583,35-60,2,7
52081,17,MALAYSIA,1,42,46583,35-60,1,3
52174,4,SINGAPORE,1,42,46583,35-60,2,7
52197,22,SINGAPORE,1,42,46583,35-60,2,7
52411,18,MALAYSIA,1,42,46583,35-60,1,3
52424,11,MALAYSIA,1,42,46583,35-60,1,3
52427,26,INDONESIA,1,42,46583,35-60,11,2
52432,24,AUSTRALIA,1,42,46583,35-60,9,6
52437,11,AUSTRALIA,1,42,46583,35-60,9,6
52518,11,VIET NAM,1,42,46583,35-60,23,3
52583,16,JAPAN,1,42,46583,35-60,15,1
52663,5,VIET NAM,1,42,46583,35-60,23,3
52679,74,UNITED STATES,1,42,46583,35-60,14,1
52756,7,INDIA,1,42,46583,35-60,12,1
52835,72,AUSTRALIA,1,42,46583,35-60,9,6
52903,11,INDONESIA,1,42,46583,35-60,11,2
53057,17,CHINA,1,42,46583,35-60,3,2
53111,30,VIET NAM,1,42,46583,35-60,23,3
53150,78,SINGAPORE,1,42,46583,35-60,2,7
53162,36,AUSTRALIA,1,42,46583,35-60,9,6
53164,9,NEW ZEALAND,1,42,46583,35-60,7,2
53322,4,THAILAND,1,42,46583,35-60,0,2
53352,9,SINGAPORE,1,42,46583,35-60,2,7
53390,22,NEW ZEALAND,1,42,46583,35-60,7,2
53391,20,AUSTRALIA,1,42,46583,35-60,9,6
53397,57,AUSTRALIA,1,42,46583,35-60,9,6
53400,66,AUSTRALIA,1,42,46613,35-60,9,6
53412,48,THAILAND,1,42,46613,35-60,0,2
53455,79,SINGAPORE,1,42,46613,35-60,2,5
53615,17,NEW ZEALAND,1,42,46613,35-60,7,4
53815,16,ITALY,1,42,46613,35-60,38,1
54222,19,MALAYSIA,1,42,46613,35-60,1,4
54226,23,MALAYSIA,1,42,46613,35-60,1,4
54228,7,AUSTRALIA,1,42,46613,35-60,9,6
54353,21,SINGAPORE,1,42,46613,35-60,2,5
54554,5,THAILAND,1,42,46613,35-60,0,2
54722,10,MALAYSIA,1,42,46613,35-60,1,4
54775,90,SINGAPORE,1,42,46613,35-60,2,5
54791,52,NEW ZEALAND,1,42,46613,35-60,7,4
54797,36,AUSTRALIA,1,42,46613,35-60,9,6
54878,11,VIET NAM,1,42,46613,35-60,23,3
54975,5,SINGAPORE,1,42,46613,35-60,2,5
55247,31,INDIA,1,42,46613,35-60,12,1
55253,3,SINGAPORE,1,42,46613,35-60,2,5
55257,4,MALAYSIA,1,42,46613,35-60,1,4
55414,18,AUSTRALIA,1,42,46613,35-60,9,6
55503,78,CHINA,1,42,46613,35-60,3,1
55597,31,AUSTRALIA,1,42,46613,35-60,9,6
55706,3,VIET NAM,1,42,46613,35-60,23,3
55713,37,JAPAN,1,42,46613,35-60,15,2
55953,30,NEW ZEALAND,1,42,46613,35-60,7,4
55959,12,AUSTRALIA,1,42,46613,35-60,9,6
55963,11,VIET NAM,1,42,46613,35-60,23,3
56145,48,CANADA,1,42,46613,35-60,21,1
56152,36,NEW ZEALAND,1,42,46613,35-60,7,4
56167,24,JAPAN,1,42,46613,35-60,15,2
56212,14,INDONESIA,1,42,46643,35-60,11,3
56277,19,SINGAPORE,1,42,46643,35-60,2,6
56476,25,SINGAPORE,1,42,46643,35-60,2,6
56494,4,SINGAPORE,1,42,46643,35-60,2,6
56523,13,AUSTRALIA,1,42,46643,35-60,9,4
56538,11,AUSTRALIA,1,42,46643,35-60,9,4
56625,11,UNITED STATES,1,42,46643,35-60,14,2
56676,42,SINGAPORE,1,42,46643,35-60,2,6
56747,19,THAILAND,1,42,46643,35-60,0,2
56772,14,INDONESIA,1,42,46643,35-60,11,3
56809,10,CHINA,1,42,46643,35-60,3,2
56899,35,FRANCE,1,42,46643,35-60,31,1
56957,18,UNITED STATES,1,42,46643,35-60,14,2
57026,25,UNITED KINGDOM,1,42,46643,35-60,27,1
57249,14,THAILAND,1,42,46643,35-60,0,2
57253,16,JAPAN,1,42,46643,35-60,15,1
57309,15,"KOREA, REPUBLIC OF",1,42,46643,35-60,5,1
57312,3,MALAYSIA,1,42,46643,35-60,1,4
57613,55,CHINA,1,42,46643,35-60,3,2
57647,7,MALAYSIA,1,42,46643,35-60,1,4
57654,60,CHILE,1,42,46643,35-60,103,1
57766,7,MALAYSIA,1,42,46643,35-60,1,4
57818,6,INDONESIA,1,42,46643,35-60,11,3
57947,65,AUSTRALIA,1,42,46643,35-60,9,4
57972,36,NEW ZEALAND,1,42,46643,35-60,7,1
58029,25,SINGAPORE,1,42,46643,35-60,2,6
58121,4,PHILIPPINES,1,42,46643,35-60,8,1
58389,37,SINGAPORE,1,42,46643,35-60,2,6
58413,20,AUSTRALIA,1,42,46643,35-60,9,4
58451,11,MALAYSIA,1,42,46643,35-60,1,4
58569,30,UNITED KINGDOM,1,42,46673,35-60,27,1
58605,5,SWITZERLAND,1,42,46673,35-60,41,1
58628,13,CHINA,1,42,46673,35-60,3,2
58723,20,PHILIPPINES,1,42,46673,35-60,8,2
58829,8,AUSTRALIA,1,42,46673,35-60,9,1
59012,25,INDONESIA,1,42,46673,35-60,11,3
59207,15,MALAYSIA,1,42,46673,35-60,1,7
59215,24,MALAYSIA,1,42,46673,35-60,1,7
59278,24,PHILIPPINES,1,42,46673,35-60,8,2
59401,8,MALAYSIA,1,42,46673,35-60,1,7
59408,22,"TAIWAN, PROVINCE OF CHINA",1,42,46673,35-60,16,2
59433,63,JAPAN,1,42,46673,35-60,15,1
59519,49,MYANMAR,1,42,46673,35-60,22,1
59563,18,MALAYSIA,1,42,46673,35-60,1,7
59656,7,CAMBODIA,1,42,46673,35-60,28,1
59686,16,SINGAPORE,1,42,46673,35-60,2,2
59726,20,"TAIWAN, PROVINCE OF CHINA",1,42,46673,35-60,16,2
59863,19,MALAYSIA,1,42,46673,35-60,1,7
59868,10,THAILAND,1,42,46673,35-60,0,2
59937,3,INDONESIA,1,42,46673,35-60,11,3
60082,21,NETHERLANDS,1,42,46673,35-60,29,1
60100,3,UNITED ARAB EMIRATES,1,42,46673,35-60,10,1
60159,68,INDONESIA,1,42,46673,35-60,11,3
60217,37,THAILAND,1,42,46673,35-60,0,2
60286,9,MALAYSIA,1,42,46673,35-60,1,7
60564,42,UNITED STATES,1,42,46673,35-60,14,2
60641,81,SINGAPORE,1,42,46673,35-60,2,2
60865,5,CHINA,1,42,46673,35-60,3,2
60916,14,MALAYSIA,1,42,46673,35-60,1,7
60937,17,UNITED STATES,1,42,46673,35-60,14,2
60945,5,INDONESIA,1,42,46703,35-60,11,2
60951,24,THAILAND,1,42,46703,35-60,0,4
60995,4,VIET NAM,1,42,46703,35-60,23,2
61006,12,UNITED STATES,1,42,46703,35-60,14,4
61051,20,SINGAPORE,1,42,46703,35-60,2,9
61220,17,SINGAPORE,1,42,46703,35-60,2,9
61272,13,SPAIN,1,42,46703,35-60,34,1
61296,53,UNITED STATES,1,42,46703,35-60,14,4
61300,29,JAPAN,1,42,46703,35-60,15,1
61403,25,VIET NAM,1,42,46703,35-60,23,2
61464,9,SINGAPORE,1,42,46703,35-60,2,9
61473,16,SINGAPORE,1,42,46703,35-60,2,9
61912,7,MALAYSIA,1,42,46703,35-60,1,1
61938,10,SINGAPORE,1,42,46703,35-60,2,9
62296,6,SINGAPORE,1,42,46703,35-60,2,9
62323,26,CHINA,1,42,46703,35-60,3,1
62326,27,UNITED STATES,1,42,46703,35-60,14,4
62327,33,CHILE,1,42,46703,35-60,103,1
62769,10,THAILAND,1,42,46703,35-60,0,4
62828,5,SINGAPORE,1,42,46703,35-60,2,9
62893,7,BOLIVIA,1,42,46703,35-60,91,1
62912,73,THAILAND,1,42,46703,35-60,0,4
63016,22,ECUADOR,1,42,46703,35-60,68,1
63074,6,PERU,1,42,46703,35-60,26,1
63111,49,SINGAPORE,1,42,46703,35-60,2,9
63195,8,THAILAND,1,42,46703,35-60,0,4
63246,12,SINGAPORE,1,42,46703,35-60,2,9
63250,89,UNITED STATES,1,42,46703,35-60,14,4
63255,7,INDONESIA,1,42,46703,35-60,11,2
63266,19,AUSTRALIA,1,42,46703,35-60,9,1
16,48,DENMARK,0,43,46733,35-60,69,1
74,6,INDIA,0,43,46733,35-60,12,1
88,37,THAILAND,0,43,46733,35-60,0,1
93,8,INDONESIA,0,43,46733,35-60,11,1
155,13,MALAYSIA,0,43,46733,35-60,1,5
428,86,MALAYSIA,0,43,46733,35-60,1,5
437,26,AUSTRALIA,0,43,46733,35-60,9,3
491,87,UNITED KINGDOM,0,43,46733,35-60,27,1
586,12,HONG KONG,0,43,46733,35-60,13,2
610,7,UNITED STATES,0,43,46733,35-60,14,5
614,53,UNITED STATES,0,43,46733,35-60,14,5
661,4,MALAYSIA,0,43,46733,35-60,1,5
688,26,SINGAPORE,0,43,46733,35-60,2,2
1244,27,CHINA,0,43,46733,35-60,3,2
1339,8,CANADA,0,43,46733,35-60,21,2
1401,12,SWEDEN,0,43,46733,35-60,62,2
1413,35,AUSTRALIA,0,43,46733,35-60,9,3
1589,33,MALAYSIA,0,43,46733,35-60,1,5
1631,20,HONG KONG,0,43,46733,35-60,13,2
1764,28,CHINA,0,43,46733,35-60,3,2
1910,4,SINGAPORE,0,43,46733,35-60,2,2
1945,55,ITALY,0,43,46733,35-60,38,2
1993,20,CANADA,0,43,46733,35-60,21,2
2003,52,UNITED STATES,0,43,46733,35-60,14,5
2118,5,MALAYSIA,0,43,46733,35-60,1,5
2226,27,SWEDEN,0,43,46733,35-60,62,2
2387,23,UNITED STATES,0,43,46733,35-60,14,5
2611,53,UNITED STATES,0,43,46733,35-60,14,5
2726,21,AUSTRALIA,0,43,46733,35-60,9,3
2736,76,ITALY,0,43,46733,35-60,38,2
2929,12,THAILAND,0,43,46763,35-60,0,6
3362,10,THAILAND,0,43,46763,35-60,0,6
3565,48,UNITED STATES,0,43,46763,35-60,14,4
4295,8,AUSTRALIA,0,43,46763,35-60,9,1
4408,2,CHINA,0,43,46763,35-60,3,1
4587,6,INDONESIA,0,43,46763,35-60,11,1
4771,85,IRELAND,0,43,46763,35-60,18,1
4779,54,JAPAN,0,43,46763,35-60,15,3
4857,7,BANGLADESH,0,43,46763,35-60,58,1
4890,21,THAILAND,0,43,46763,35-60,0,6
5058,6,UNITED STATES,0,43,46763,35-60,14,4
5149,17,MALAYSIA,0,43,46763,35-60,1,4
5404,44,UNITED STATES,0,43,46763,35-60,14,4
5544,21,MALAYSIA,0,43,46763,35-60,1,4
5718,23,SINGAPORE,0,43,46763,35-60,2,4
5776,15,HONG KONG,0,43,46763,35-60,13,2
5779,21,MYANMAR,0,43,46763,35-60,22,1
5818,9,JAPAN,0,43,46763,35-60,15,3
5911,6,SINGAPORE,0,43,46763,35-60,2,4
6053,14,JAPAN,0,43,46763,35-60,15,3
6151,9,THAILAND,0,43,46763,35-60,0,6
6234,22,MALAYSIA,0,43,46763,35-60,1,4
6267,45,THAILAND,0,43,46763,35-60,0,6
6362,11,SINGAPORE,0,43,46763,35-60,2,4
6383,36,HONG KONG,0,43,46763,35-60,13,2
6586,2,THAILAND,0,43,46763,35-60,0,6
6674,5,UNITED STATES,0,43,46763,35-60,14,4
6710,21,SINGAPORE,0,43,46763,35-60,2,4
6715,30,"TAIWAN, PROVINCE OF CHINA",0,43,46763,35-60,16,1
7113,37,MALAYSIA,0,43,46763,35-60,1,4
7120,83,NETHERLANDS,0,43,46793,35-60,29,1
7161,11,INDONESIA,0,43,46793,35-60,11,2
7193,52,MALAYSIA,0,43,46793,35-60,1,6
7241,31,HONG KONG,0,43,46793,35-60,13,1
7269,29,SINGAPORE,0,43,46793,35-60,2,3
7485,5,SINGAPORE,0,43,46793,35-60,2,3
7511,8,UNITED STATES,0,43,46793,35-60,14,4
7560,9,MALAYSIA,0,43,46793,35-60,1,6
7680,45,SINGAPORE,0,43,46793,35-60,2,3
7689,19,UNITED STATES,0,43,46793,35-60,14,4
7691,14,AUSTRALIA,0,43,46793,35-60,9,4
7716,6,"TAIWAN, PROVINCE OF CHINA",0,43,46793,35-60,16,1
7823,11,MALAYSIA,0,43,46793,35-60,1,6
8026,56,THAILAND,0,43,46793,35-60,0,2
8032,49,UNITED STATES,0,43,46793,35-60,14,4
8141,32,MALAYSIA,0,43,46793,35-60,1,6
8255,17,CHINA,0,43,46793,35-60,3,1
8264,71,INDONESIA,0,43,46793,35-60,11,2
8296,15,PHILIPPINES,0,43,46793,35-60,8,3
8355,23,"KOREA, REPUBLIC OF",0,43,46793,35-60,5,1
8508,8,AUSTRALIA,0,43,46793,35-60,9,4
8617,9,UNITED STATES,0,43,46793,35-60,14,4
8691,7,PHILIPPINES,0,43,46793,35-60,8,3
8744,13,MALAYSIA,0,43,46793,35-60,1,6
8747,8,THAILAND,0,43,46793,35-60,0,2
8752,64,AUSTRALIA,0,43,46793,35-60,9,4
8815,7,INDIA,0,43,46793,35-60,12,1
8901,33,PHILIPPINES,0,43,46793,35-60,8,3
8920,17,MALAYSIA,0,43,46793,35-60,1,6
9491,14,AUSTRALIA,0,43,46793,35-60,9,4
9607,7,MALAYSIA,0,43,46823,35-60,1,2
9647,11,BRUNEI DARUSSALAM,0,43,46823,35-60,6,1
9695,20,SWITZERLAND,0,43,46823,35-60,41,1
9706,7,AUSTRALIA,0,43,46823,35-60,9,5
9744,29,INDONESIA,0,43,46823,35-60,11,4
9884,31,"KOREA, REPUBLIC OF",0,43,46823,35-60,5,1
9885,33,PHILIPPINES,0,43,46823,35-60,8,3
9889,37,PHILIPPINES,0,43,46823,35-60,8,3
9970,38,AUSTRALIA,0,43,46823,35-60,9,5
9980,3,PHILIPPINES,0,43,46823,35-60,8,3
10160,14,INDONESIA,0,43,46823,35-60,11,4
10377,10,MALAYSIA,0,43,46823,35-60,1,2
10454,43,INDONESIA,0,43,46823,35-60,11,4
10931,49,INDONESIA,0,43,46823,35-60,11,4
11134,21,VIET NAM,0,43,46823,35-60,23,1
11213,32,AUSTRALIA,0,43,46823,35-60,9,5
11217,39,AUSTRALIA,0,43,46823,35-60,9,5
11222,6,UNITED STATES,0,43,46823,35-60,14,5
11246,12,UNITED STATES,0,43,46823,35-60,14,5
11271,7,UNITED STATES,0,43,46823,35-60,14,5
11436,41,SINGAPORE,0,43,46823,35-60,2,3
11440,19,SINGAPORE,0,43,46823,35-60,2,3
11560,11,HONG KONG,0,43,46823,35-60,13,1
11626,10,AUSTRALIA,0,43,46823,35-60,9,5
11788,32,SINGAPORE,0,43,46823,35-60,2,3
11807,46,CHINA,0,43,46823,35-60,3,1
11889,4,MYANMAR,0,43,46823,35-60,22,1
12094,48,UNITED STATES,0,43,46823,35-60,14,5
12254,2,UNITED STATES,0,43,46823,35-60,14,5
12258,27,ITALY,0,43,46823,35-60,38,1
12357,72,UNITED STATES,0,43,46853,35-60,14,9
12416,7,INDONESIA,0,43,46853,35-60,11,4
12443,47,THAILAND,0,43,46853,35-60,0,4
12716,2,UNITED STATES,0,43,46853,35-60,14,9
12946,36,THAILAND,0,43,46853,35-60,0,4
13180,40,PHILIPPINES,0,43,46853,35-60,8,1
13184,82,INDONESIA,0,43,46853,35-60,11,4
13221,17,MALAYSIA,0,43,46853,35-60,1,2
13317,25,UNITED STATES,0,43,46853,35-60,14,9
13325,4,SINGAPORE,0,43,46853,35-60,2,2
13442,7,LATVIA,0,43,46853,35-60,136,1
13536,23,MALAYSIA,0,43,46853,35-60,1,2
13570,14,HONG KONG,0,43,46853,35-60,13,1
13574,21,AUSTRALIA,0,43,46853,35-60,9,2
13579,6,SINGAPORE,0,43,46853,35-60,2,2
13631,21,UNITED STATES,0,43,46853,35-60,14,9
13633,21,UNITED STATES,0,43,46853,35-60,14,9
13948,4,UNITED STATES,0,43,46853,35-60,14,9
13949,11,UNITED STATES,0,43,46853,35-60,14,9
13950,12,UNITED STATES,0,43,46853,35-60,14,9
14046,2,INDONESIA,0,43,46853,35-60,11,4
14069,27,THAILAND,0,43,46853,35-60,0,4
14096,6,CAMBODIA,0,43,46853,35-60,28,1
14418,2,INDONESIA,0,43,46853,35-60,11,4
14736,75,UNITED STATES,0,43,46853,35-60,14,9
14853,52,JAPAN,0,43,46853,35-60,15,1
14959,11,AUSTRALIA,0,43,46853,35-60,9,2
14964,10,FRANCE,0,43,46853,35-60,31,1
15003,12,THAILAND,0,43,46853,35-60,0,4
15080,49,CANADA,0,43,46853,35-60,21,1
15104,68,THAILAND,0,43,46883,35-60,0,4
15119,93,SPAIN,0,43,46883,35-60,34,1
15122,3,CYPRUS,0,43,46883,35-60,99,1
15153,91,AUSTRALIA,0,43,46883,35-60,9,3
15185,35,INDONESIA,0,43,46883,35-60,11,2
15286,12,THAILAND,0,43,46883,35-60,0,4
15744,10,SINGAPORE,0,43,46883,35-60,2,2
15833,32,JAPAN,0,43,46883,35-60,15,1
16408,71,AUSTRALIA,0,43,46883,35-60,9,3
16559,8,BRUNEI DARUSSALAM,0,43,46883,35-60,6,1
16567,5,HONG KONG,0,43,46883,35-60,13,3
16607,72,AUSTRALIA,0,43,46883,35-60,9,3
16666,26,UNITED STATES,0,43,46883,35-60,14,5
16739,6,UNITED STATES,0,43,46883,35-60,14,5
16829,8,HONG KONG,0,43,46883,35-60,13,3
16836,6,MALAYSIA,0,43,46883,35-60,1,4
16840,5,MALAYSIA,0,43,46883,35-60,1,4
16969,2,HONG KONG,0,43,46883,35-60,13,3
16989,4,MALAYSIA,0,43,46883,35-60,1,4
17011,58,PHILIPPINES,0,43,46883,35-60,8,2
17097,28,UNITED STATES,0,43,46883,35-60,14,5
17106,68,THAILAND,0,43,46883,35-60,0,4
17304,51,SINGAPORE,0,43,46883,35-60,2,2
17317,19,NEW ZEALAND,0,43,46883,35-60,7,1
17452,28,PHILIPPINES,0,43,46883,35-60,8,2
17702,15,THAILAND,0,43,46883,35-60,0,4
17990,15,UNITED STATES,0,43,46883,35-60,14,5
17992,15,UNITED STATES,0,43,46883,35-60,14,5
18138,22,MALAYSIA,0,43,46883,35-60,1,4
18444,14,INDONESIA,0,43,46883,35-60,11,2
18588,31,ICELAND,0,43,46913,35-60,33,1
18595,5,CROATIA,0,43,46913,35-60,50,1
18797,30,SINGAPORE,0,43,46913,35-60,2,5
19049,14,UNITED STATES,0,43,46913,35-60,14,3
19335,51,JAPAN,0,43,46913,35-60,15,2
19368,67,UNITED STATES,0,43,46913,35-60,14,3
19415,21,INDIA,0,43,46913,35-60,12,2
19428,20,"TAIWAN, PROVINCE OF CHINA",0,43,46913,35-60,16,1
19435,11,HONG KONG,0,43,46913,35-60,13,1
19489,46,UNITED KINGDOM,0,43,46913,35-60,27,3
19572,28,MALAYSIA,0,43,46913,35-60,1,4
19780,6,UNITED STATES,0,43,46913,35-60,14,3
19904,55,JAPAN,0,43,46913,35-60,15,2
19936,36,THAILAND,0,43,46913,35-60,0,3
20092,40,MALAYSIA,0,43,46913,35-60,1,4
20183,24,THAILAND,0,43,46913,35-60,0,3
20504,11,THAILAND,0,43,46913,35-60,0,3
20766,2,SINGAPORE,0,43,46913,35-60,2,5
20769,4,SINGAPORE,0,43,46913,35-60,2,5
20953,42,AUSTRALIA,0,43,46913,35-60,9,2
20967,19,AUSTRALIA,0,43,46913,35-60,9,2
21027,13,INDIA,0,43,46913,35-60,12,2
21041,9,MALAYSIA,0,43,46913,35-60,1,4
21149,68,INDONESIA,0,43,46913,35-60,11,1
21492,3,MALAYSIA,0,43,46913,35-60,1,4
21727,36,SINGAPORE,0,43,46913,35-60,2,5
21732,60,UNITED KINGDOM,0,43,46913,35-60,27,3
21751,47,AUSTRIA,0,43,46913,35-60,45,1
21756,44,UNITED KINGDOM,0,43,46913,35-60,27,3
21943,6,SINGAPORE,0,43,46913,35-60,2,5
22153,3,SINGAPORE,0,43,46943,35-60,2,3
22195,24,"TAIWAN, PROVINCE OF CHINA",0,43,46943,35-60,16,1
22354,56,AUSTRALIA,0,43,46943,35-60,9,6
22464,7,AUSTRALIA,0,43,46943,35-60,9,6
22504,41,FRANCE,0,43,46943,35-60,31,1
22519,66,AUSTRALIA,0,43,46943,35-60,9,6
22656,55,JAPAN,0,43,46943,35-60,15,1
22695,54,SINGAPORE,0,43,46943,35-60,2,3
22803,6,THAILAND,0,43,46943,35-60,0,3
22859,64,INDONESIA,0,43,46943,35-60,11,1
22912,54,AUSTRALIA,0,43,46943,35-60,9,6
23126,2,UNITED STATES,0,43,46943,35-60,14,3
23131,53,FINLAND,0,43,46943,35-60,74,1
23132,43,GERMANY,0,43,46943,35-60,40,1
23324,5,SINGAPORE,0,43,46943,35-60,2,3
23668,22,MALAYSIA,0,43,46943,35-60,1,4
23827,89,MALAYSIA,0,43,46943,35-60,1,4
23938,63,AUSTRALIA,0,43,46943,35-60,9,6
24178,26,MALAYSIA,0,43,46943,35-60,1,4
24266,83,CANADA,0,43,46943,35-60,21,1
24276,18,UNITED STATES,0,43,46943,35-60,14,3
24428,5,MALAYSIA,0,43,46943,35-60,1,4
24508,15,UNITED KINGDOM,0,43,46943,35-60,27,1
24519,43,PHILIPPINES,0,43,46943,35-60,8,2
24528,53,MYANMAR,0,43,46943,35-60,22,1
24537,8,PHILIPPINES,0,43,46943,35-60,8,2
24565,8,THAILAND,0,43,46943,35-60,0,3
24568,39,AUSTRALIA,0,43,46943,35-60,9,6
24764,16,UNITED STATES,0,43,46943,35-60,14,3
24770,23,THAILAND,0,43,46943,35-60,0,3
24772,9,MALAYSIA,0,43,46973,35-60,1,4
