,Duration,Destination,Gender,Age,userID,groupAge,destID
50508,4,NEW ZEALAND,1,65,60808,60-75,7
50662,2,MALAYSIA,1,65,60808,60-75,1
50738,38,MALAYSIA,1,65,60808,60-75,1
51318,13,THAILAND,1,65,60808,60-75,0
51592,19,MALAYSIA,1,65,60808,60-75,1
51769,7,THAILAND,1,65,60808,60-75,0
51800,2,BRUNEI DARUSSALAM,1,65,60838,60-75,6
52782,13,INDONESIA,1,65,60838,60-75,11
53127,3,SINGAPORE,1,65,60838,60-75,2
53309,22,CHINA,1,65,60838,60-75,3
53384,35,NEW ZEALAND,1,65,60838,60-75,7
53959,5,MALAYSIA,1,65,60838,60-75,1
54029,51,MALAYSIA,1,65,60838,60-75,1
54248,11,CHINA,1,65,60838,60-75,3
54475,21,BRUNEI DARUSSALAM,1,65,60838,60-75,6
54605,30,VIET NAM,1,65,60838,60-75,23
54718,37,HONG KONG,1,65,60838,60-75,13
55019,31,THAILAND,1,65,60838,60-75,0
55045,43,CHINA,1,65,60838,60-75,3
55127,29,CHINA,1,65,60838,60-75,3
56194,25,INDONESIA,1,65,60838,60-75,11
56931,20,MALAYSIA,1,65,60838,60-75,1
57150,82,FRANCE,1,65,60838,60-75,31
57394,9,THAILAND,1,65,60838,60-75,0
57626,44,INDIA,1,65,60838,60-75,12
57649,35,JAPAN,1,65,60838,60-75,15
58102,80,THAILAND,1,65,60838,60-75,0
58453,2,PHILIPPINES,1,65,60838,60-75,8
58552,13,SINGAPORE,1,65,60838,60-75,2
59016,27,"TAIWAN, PROVINCE OF CHINA",1,65,60838,60-75,16
59055,82,SINGAPORE,1,65,60838,60-75,2
59452,83,MALAYSIA,1,65,60838,60-75,1
60016,25,THAILAND,1,65,60838,60-75,0
61032,2,INDONESIA,1,65,60838,60-75,11
61121,6,MALAYSIA,1,65,60838,60-75,1
61398,27,THAILAND,1,65,60838,60-75,0
61479,14,MALAYSIA,1,65,60868,60-75,1
61760,24,JAPAN,1,65,60868,60-75,15
61813,18,THAILAND,1,65,60868,60-75,0
62647,23,HONG KONG,1,65,60868,60-75,13
63231,16,SINGAPORE,1,65,60868,60-75,2
1049,9,MALAYSIA,0,66,60873,60-75,1
1235,7,MALAYSIA,0,66,60873,60-75,1
1504,47,CAMBODIA,0,66,60873,60-75,28
3196,9,SINGAPORE,0,66,60873,60-75,2
3487,17,THAILAND,0,66,60873,60-75,0
4170,19,INDIA,0,66,60873,60-75,12
4322,7,MALAYSIA,0,66,60873,60-75,1
4765,28,AUSTRALIA,0,66,60873,60-75,9
4967,5,INDONESIA,0,66,60873,60-75,11
6165,39,BRUNEI DARUSSALAM,0,66,60873,60-75,6
6593,38,AUSTRALIA,0,66,60873,60-75,9
6655,22,SINGAPORE,0,66,60873,60-75,2
7094,5,SINGAPORE,0,66,60873,60-75,2
7512,31,AUSTRALIA,0,66,60873,60-75,9
7615,31,THAILAND,0,66,60873,60-75,0
7816,12,SINGAPORE,0,66,60873,60-75,2
7821,13,MALAYSIA,0,66,60873,60-75,1
8359,28,AUSTRALIA,0,66,60873,60-75,9
9418,16,MALAYSIA,0,66,60873,60-75,1
9427,16,MALAYSIA,0,66,60873,60-75,1
9470,12,SINGAPORE,0,66,60873,60-75,2
9694,48,MALAYSIA,0,66,60873,60-75,1
10367,26,THAILAND,0,66,60873,60-75,0
11289,29,MALAYSIA,0,66,60873,60-75,1
12104,9,THAILAND,0,66,60873,60-75,0
12256,8,MALAYSIA,0,66,60873,60-75,1
14092,7,MALAYSIA,0,66,60873,60-75,1
16525,19,MALAYSIA,0,66,60873,60-75,1
18278,19,SINGAPORE,0,66,60873,60-75,2
18829,28,AUSTRALIA,0,66,60873,60-75,9
19642,27,THAILAND,0,66,60903,60-75,0
19660,50,SINGAPORE,0,66,60903,60-75,2
20719,25,UNITED STATES,0,66,60903,60-75,14
21452,4,SINGAPORE,0,66,60903,60-75,2
21803,10,THAILAND,0,66,60903,60-75,0
22306,7,VIET NAM,0,66,60903,60-75,23
22473,9,THAILAND,0,66,60903,60-75,0
22891,42,AUSTRALIA,0,66,60903,60-75,9
23065,56,BRUNEI DARUSSALAM,0,66,60903,60-75,6
24998,8,UNITED STATES,0,66,60903,60-75,14
25646,17,THAILAND,0,66,60903,60-75,0
26472,65,UNITED STATES,0,66,60903,60-75,14
27487,6,HONG KONG,0,66,60903,60-75,13
28920,14,SINGAPORE,0,66,60903,60-75,2
29984,38,GERMANY,0,66,60903,60-75,40
29986,65,MALAYSIA,0,66,60903,60-75,1
29997,36,SINGAPORE,0,66,60903,60-75,2
31816,9,SINGAPORE,0,66,60903,60-75,2
34183,34,SINGAPORE,0,66,60903,60-75,2
34376,70,MALAYSIA,0,66,60903,60-75,1
36228,27,NAMIBIA,0,66,60903,60-75,102
37096,17,VIET NAM,0,66,60903,60-75,23
38296,19,SINGAPORE,0,66,60903,60-75,2
38636,3,SINGAPORE,0,66,60903,60-75,2
38790,10,SINGAPORE,0,66,60903,60-75,2
39202,23,SINGAPORE,0,66,60903,60-75,2
39661,64,THAILAND,0,66,60903,60-75,0
40370,51,AUSTRALIA,0,66,60903,60-75,9
41637,76,SINGAPORE,0,66,60903,60-75,2
42580,67,MALAYSIA,0,66,60903,60-75,1
42593,13,MALAYSIA,0,66,60933,60-75,1
42600,74,MALAYSIA,0,66,60933,60-75,1
42609,64,THAILAND,0,66,60933,60-75,0
43004,72,MALAYSIA,0,66,60933,60-75,1
44403,9,CHINA,0,66,60933,60-75,3
44915,77,MALAYSIA,0,66,60933,60-75,1
45515,33,HONG KONG,0,66,60933,60-75,13
46478,20,CHINA,0,66,60933,60-75,3
47153,47,THAILAND,0,66,60933,60-75,0
47408,21,SINGAPORE,0,66,60933,60-75,2
48639,8,SINGAPORE,0,66,60933,60-75,2
50204,75,SINGAPORE,0,66,60933,60-75,2
52616,38,SINGAPORE,0,66,60933,60-75,2
53109,5,INDIA,0,66,60933,60-75,12
54167,34,SINGAPORE,0,66,60933,60-75,2
54511,11,SINGAPORE,0,66,60933,60-75,2
54715,54,THAILAND,0,66,60933,60-75,0
54729,18,MALAYSIA,0,66,60933,60-75,1
55728,30,SINGAPORE,0,66,60933,60-75,2
56673,17,SINGAPORE,0,66,60933,60-75,2
56968,75,HONG KONG,0,66,60933,60-75,13
56991,21,SINGAPORE,0,66,60933,60-75,2
57326,23,SINGAPORE,0,66,60933,60-75,2
57338,26,SINGAPORE,0,66,60933,60-75,2
57497,4,THAILAND,0,66,60933,60-75,0
59121,73,INDONESIA,0,66,60933,60-75,11
60629,7,SINGAPORE,0,66,60933,60-75,2
61412,17,THAILAND,0,66,60933,60-75,0
112,22,THAILAND,1,66,60961,60-75,0
2535,7,SINGAPORE,1,66,60961,60-75,2
6166,12,BRUNEI DARUSSALAM,1,66,60961,60-75,6
7793,23,MALAYSIA,1,66,60961,60-75,1
7805,10,THAILAND,1,66,60961,60-75,0
8282,2,BRUNEI DARUSSALAM,1,66,60961,60-75,6
9243,34,AUSTRALIA,1,66,60961,60-75,9
11871,17,MALAYSIA,1,66,60961,60-75,1
12459,15,SINGAPORE,1,66,60961,60-75,2
12681,9,CHINA,1,66,60961,60-75,3
13166,43,BRUNEI DARUSSALAM,1,66,60961,60-75,6
13432,67,SINGAPORE,1,66,60961,60-75,2
14560,16,MALAYSIA,1,66,60961,60-75,1
14926,88,HONG KONG,1,66,60961,60-75,13
15503,6,THAILAND,1,66,60961,60-75,0
15933,37,MALAYSIA,1,66,60961,60-75,1
18106,2,THAILAND,1,66,60961,60-75,0
18310,6,SINGAPORE,1,66,60961,60-75,2
18538,10,CHINA,1,66,60961,60-75,3
21724,46,SINGAPORE,1,66,60961,60-75,2
21946,22,SINGAPORE,1,66,60961,60-75,2
22641,63,SINGAPORE,1,66,60961,60-75,2
23518,30,CHINA,1,66,60961,60-75,3
24141,89,PHILIPPINES,1,66,60961,60-75,8
26497,12,THAILAND,1,66,60961,60-75,0
26874,14,THAILAND,1,66,60961,60-75,0
27454,9,CHINA,1,66,60961,60-75,3
28061,10,CHINA,1,66,60961,60-75,3
28345,31,UNITED KINGDOM,1,66,60961,60-75,27
28352,36,ITALY,1,66,60961,60-75,38
28548,23,SINGAPORE,1,66,60991,60-75,2
29032,79,BRUNEI DARUSSALAM,1,66,60991,60-75,6
29810,9,THAILAND,1,66,60991,60-75,0
30054,18,THAILAND,1,66,60991,60-75,0
30652,19,THAILAND,1,66,60991,60-75,0
30880,38,SINGAPORE,1,66,60991,60-75,2
31459,14,THAILAND,1,66,60991,60-75,0
31482,11,CHINA,1,66,60991,60-75,3
31526,54,SPAIN,1,66,60991,60-75,34
31948,6,HONG KONG,1,66,60991,60-75,13
31985,41,MALAYSIA,1,66,60991,60-75,1
32164,7,CHINA,1,66,60991,60-75,3
33039,5,SINGAPORE,1,66,60991,60-75,2
33566,79,MALAYSIA,1,66,60991,60-75,1
33798,88,SINGAPORE,1,66,60991,60-75,2
34976,34,INDONESIA,1,66,60991,60-75,11
35090,37,MALAYSIA,1,66,60991,60-75,1
35409,15,MALAYSIA,1,66,60991,60-75,1
36312,15,CROATIA,1,66,60991,60-75,50
36616,31,GREECE,1,66,60991,60-75,49
36620,4,NEW ZEALAND,1,66,60991,60-75,7
36789,10,GERMANY,1,66,60991,60-75,40
37620,39,NEW ZEALAND,1,66,60991,60-75,7
37920,67,SINGAPORE,1,66,60991,60-75,2
38336,25,MALAYSIA,1,66,60991,60-75,1
39236,31,GREECE,1,66,60991,60-75,49
39660,64,THAILAND,1,66,60991,60-75,0
39812,18,THAILAND,1,66,60991,60-75,0
39855,80,THAILAND,1,66,60991,60-75,0
40603,33,FRANCE,1,66,60991,60-75,31
41278,21,DENMARK,1,66,61021,60-75,69
41789,59,THAILAND,1,66,61021,60-75,0
41790,66,SINGAPORE,1,66,61021,60-75,2
42501,48,SINGAPORE,1,66,61021,60-75,2
42801,7,THAILAND,1,66,61021,60-75,0
42857,8,MALAYSIA,1,66,61021,60-75,1
43168,2,MALAYSIA,1,66,61021,60-75,1
43275,15,SINGAPORE,1,66,61021,60-75,2
43716,34,MALAYSIA,1,66,61021,60-75,1
43905,11,THAILAND,1,66,61021,60-75,0
44586,37,"TAIWAN, PROVINCE OF CHINA",1,66,61021,60-75,16
45734,2,AUSTRALIA,1,66,61021,60-75,9
45760,23,THAILAND,1,66,61021,60-75,0
45866,28,AUSTRALIA,1,66,61021,60-75,9
46550,16,IRELAND,1,66,61021,60-75,18
46904,54,MACAO,1,66,61021,60-75,48
47125,72,THAILAND,1,66,61021,60-75,0
47179,43,MALAYSIA,1,66,61021,60-75,1
47759,27,THAILAND,1,66,61021,60-75,0
49920,22,SINGAPORE,1,66,61021,60-75,2
50209,81,SINGAPORE,1,66,61021,60-75,2
51110,37,THAILAND,1,66,61021,60-75,0
51463,66,HONG KONG,1,66,61021,60-75,13
51545,29,THAILAND,1,66,61021,60-75,0
52094,22,AUSTRALIA,1,66,61021,60-75,9
52230,4,THAILAND,1,66,61021,60-75,0
52830,16,MALAYSIA,1,66,61021,60-75,1
52860,8,INDONESIA,1,66,61021,60-75,11
53365,44,SINGAPORE,1,66,61021,60-75,2
53380,4,MALAYSIA,1,66,61021,60-75,1
53671,53,AUSTRALIA,1,66,61051,60-75,9
53900,9,AUSTRALIA,1,66,61051,60-75,9
53914,18,SINGAPORE,1,66,61051,60-75,2
54778,30,AUSTRALIA,1,66,61051,60-75,9
55113,17,CHINA,1,66,61051,60-75,3
55175,12,SINGAPORE,1,66,61051,60-75,2
55206,48,AUSTRALIA,1,66,61051,60-75,9
55595,26,MALAYSIA,1,66,61051,60-75,1
56524,27,MALAYSIA,1,66,61051,60-75,1
56745,15,THAILAND,1,66,61051,60-75,0
56967,75,HONG KONG,1,66,61051,60-75,13
57132,11,THAILAND,1,66,61051,60-75,0
57148,41,UNITED STATES,1,66,61051,60-75,14
57314,6,INDONESIA,1,66,61051,60-75,11
57449,36,THAILAND,1,66,61051,60-75,0
57962,48,AUSTRALIA,1,66,61051,60-75,9
58229,66,SINGAPORE,1,66,61051,60-75,2
58316,6,INDONESIA,1,66,61051,60-75,11
58600,23,NEW ZEALAND,1,66,61051,60-75,7
58765,18,SINGAPORE,1,66,61051,60-75,2
58941,10,THAILAND,1,66,61051,60-75,0
59006,32,MALAYSIA,1,66,61051,60-75,1
59902,41,THAILAND,1,66,61051,60-75,0
60120,27,MALAYSIA,1,66,61051,60-75,1
61251,6,SINGAPORE,1,66,61051,60-75,2
62430,17,MALAYSIA,1,66,61051,60-75,1
62521,27,BRUNEI DARUSSALAM,1,66,61051,60-75,6
62991,19,MALAYSIA,1,66,61051,60-75,1
429,2,MALAYSIA,0,67,61079,60-75,1
680,18,INDIA,0,67,61079,60-75,12
941,77,AUSTRALIA,0,67,61079,60-75,9
1166,4,THAILAND,0,67,61079,60-75,0
1577,55,JAPAN,0,67,61079,60-75,15
2025,35,VIET NAM,0,67,61079,60-75,23
2240,22,AUSTRALIA,0,67,61079,60-75,9
2887,22,MALAYSIA,0,67,61079,60-75,1
3281,56,BRUNEI DARUSSALAM,0,67,61079,60-75,6
3305,17,UNITED KINGDOM,0,67,61079,60-75,27
3931,59,JAPAN,0,67,61079,60-75,15
4685,40,SINGAPORE,0,67,61079,60-75,2
4719,93,AUSTRALIA,0,67,61079,60-75,9
5388,72,CANADA,0,67,61079,60-75,21
5587,30,HONG KONG,0,67,61079,60-75,13
5675,8,HONG KONG,0,67,61079,60-75,13
5741,9,MALAYSIA,0,67,61079,60-75,1
5920,83,UNITED STATES,0,67,61079,60-75,14
6308,9,INDONESIA,0,67,61079,60-75,11
6612,64,CANADA,0,67,61079,60-75,21
6953,4,MALAYSIA,0,67,61079,60-75,1
7075,78,HONG KONG,0,67,61079,60-75,13
7492,63,SINGAPORE,0,67,61079,60-75,2
7593,37,INDONESIA,0,67,61079,60-75,11
7594,14,HONG KONG,0,67,61079,60-75,13
8048,7,MALAYSIA,0,67,61079,60-75,1
8445,91,JAPAN,0,67,61079,60-75,15
8516,82,MALAYSIA,0,67,61079,60-75,1
8774,52,CANADA,0,67,61079,60-75,21
10408,30,AUSTRALIA,0,67,61079,60-75,9
10715,6,HONG KONG,0,67,61109,60-75,13
11253,57,UNITED STATES,0,67,61109,60-75,14
11773,8,INDONESIA,0,67,61109,60-75,11
12955,43,MALAYSIA,0,67,61109,60-75,1
13193,85,THAILAND,0,67,61109,60-75,0
13251,8,MALAYSIA,0,67,61109,60-75,1
13820,12,SINGAPORE,0,67,61109,60-75,2
14787,77,THAILAND,0,67,61109,60-75,0
15491,24,THAILAND,0,67,61109,60-75,0
17030,6,THAILAND,0,67,61109,60-75,0
17262,71,INDONESIA,0,67,61109,60-75,11
17757,52,MALAYSIA,0,67,61109,60-75,1
18237,9,SINGAPORE,0,67,61109,60-75,2
18873,10,MALAYSIA,0,67,61109,60-75,1
19035,21,SPAIN,0,67,61109,60-75,34
20310,3,HONG KONG,0,67,61109,60-75,13
20795,4,MALAYSIA,0,67,61109,60-75,1
21179,32,SINGAPORE,0,67,61109,60-75,2
23341,10,AUSTRALIA,0,67,61109,60-75,9
24209,15,VIET NAM,0,67,61109,60-75,23
27598,56,UNITED KINGDOM,0,67,61109,60-75,27
28067,55,THAILAND,0,67,61109,60-75,0
29256,64,SINGAPORE,0,67,61109,60-75,2
29970,24,INDONESIA,0,67,61109,60-75,11
30139,92,CHINA,0,67,61109,60-75,3
30863,16,SINGAPORE,0,67,61109,60-75,2
33014,23,HONG KONG,0,67,61109,60-75,13
34359,24,AUSTRALIA,0,67,61109,60-75,9
35631,8,CHINA,0,67,61109,60-75,3
35876,7,SINGAPORE,0,67,61109,60-75,2
36252,5,MALAYSIA,0,67,61139,60-75,1
36558,67,MALAYSIA,0,67,61139,60-75,1
37731,55,SINGAPORE,0,67,61139,60-75,2
38077,8,MALAYSIA,0,67,61139,60-75,1
38469,50,SINGAPORE,0,67,61139,60-75,2
40878,10,INDONESIA,0,67,61139,60-75,11
42556,9,MALAYSIA,0,67,61139,60-75,1
42577,60,THAILAND,0,67,61139,60-75,0
44036,30,THAILAND,0,67,61139,60-75,0
46920,17,SINGAPORE,0,67,61139,60-75,2
46954,26,SINGAPORE,0,67,61139,60-75,2
48410,62,THAILAND,0,67,61139,60-75,0
49356,23,MYANMAR,0,67,61139,60-75,22
51152,48,SINGAPORE,0,67,61139,60-75,2
51652,62,SINGAPORE,0,67,61139,60-75,2
54316,11,MALAYSIA,0,67,61139,60-75,1
54329,46,SINGAPORE,0,67,61139,60-75,2
55182,8,SINGAPORE,0,67,61139,60-75,2
55543,6,THAILAND,0,67,61139,60-75,0
56474,75,MALAYSIA,0,67,61139,60-75,1
57179,89,SINGAPORE,0,67,61139,60-75,2
58167,35,"TAIWAN, PROVINCE OF CHINA",0,67,61139,60-75,16
58225,12,SINGAPORE,0,67,61139,60-75,2
60238,22,SINGAPORE,0,67,61139,60-75,2
60428,29,SINGAPORE,0,67,61139,60-75,2
60727,3,MALAYSIA,0,67,61139,60-75,1
61250,6,SINGAPORE,0,67,61139,60-75,2
62782,42,MALAYSIA,0,67,61139,60-75,1
225,5,HONG KONG,1,67,61167,60-75,13
757,10,MALAYSIA,1,67,61167,60-75,1
2707,4,MALAYSIA,1,67,61167,60-75,1
2716,6,HONG KONG,1,67,61167,60-75,13
3604,64,MALAYSIA,1,67,61167,60-75,1
3909,51,PHILIPPINES,1,67,61167,60-75,8
4062,5,SINGAPORE,1,67,61167,60-75,2
4905,2,BRUNEI DARUSSALAM,1,67,61167,60-75,6
5292,19,HONG KONG,1,67,61167,60-75,13
5601,63,SINGAPORE,1,67,61167,60-75,2
6699,15,MALAYSIA,1,67,61167,60-75,1
6870,8,SINGAPORE,1,67,61167,60-75,2
8710,69,HONG KONG,1,67,61167,60-75,13
10378,32,"TAIWAN, PROVINCE OF CHINA",1,67,61167,60-75,16
11654,11,MALAYSIA,1,67,61167,60-75,1
11872,11,CHINA,1,67,61167,60-75,3
12070,15,CHINA,1,67,61167,60-75,3
12660,2,BRUNEI DARUSSALAM,1,67,61167,60-75,6
14788,77,THAILAND,1,67,61167,60-75,0
15940,22,HONG KONG,1,67,61167,60-75,13
17292,11,SINGAPORE,1,67,61167,60-75,2
18537,38,HONG KONG,1,67,61167,60-75,13
20087,5,UNITED ARAB EMIRATES,1,67,61167,60-75,10
23534,4,HONG KONG,1,67,61167,60-75,13
23760,44,THAILAND,1,67,61167,60-75,0
25437,92,MALAYSIA,1,67,61167,60-75,1
25643,31,CHINA,1,67,61167,60-75,3
26898,33,AUSTRALIA,1,67,61167,60-75,9
28106,10,SINGAPORE,1,67,61167,60-75,2
29104,65,MALAYSIA,1,67,61167,60-75,1
29815,26,HONG KONG,1,67,61197,60-75,13
29894,19,THAILAND,1,67,61197,60-75,0
29993,43,SINGAPORE,1,67,61197,60-75,2
31014,21,HONG KONG,1,67,61197,60-75,13
31223,91,SINGAPORE,1,67,61197,60-75,2
31853,45,NEW ZEALAND,1,67,61197,60-75,7
32423,9,NEW ZEALAND,1,67,61197,60-75,7
34025,23,THAILAND,1,67,61197,60-75,0
35195,5,THAILAND,1,67,61197,60-75,0
36622,29,AUSTRALIA,1,67,61197,60-75,9
37492,16,FRANCE,1,67,61197,60-75,31
37744,55,SINGAPORE,1,67,61197,60-75,2
37884,25,BRUNEI DARUSSALAM,1,67,61197,60-75,6
38838,63,FRANCE,1,67,61197,60-75,31
39019,65,FRANCE,1,67,61197,60-75,31
39171,51,VIET NAM,1,67,61197,60-75,23
39213,83,UNITED KINGDOM,1,67,61197,60-75,27
40566,63,FRANCE,1,67,61197,60-75,31
41073,13,UNITED KINGDOM,1,67,61197,60-75,27
42573,46,CHINA,1,67,61197,60-75,3
43274,10,SINGAPORE,1,67,61197,60-75,2
44956,7,SINGAPORE,1,67,61197,60-75,2
45324,32,SINGAPORE,1,67,61197,60-75,2
46473,15,HONG KONG,1,67,61197,60-75,13
47173,62,THAILAND,1,67,61197,60-75,0
47419,15,AUSTRALIA,1,67,61197,60-75,9
47881,30,INDONESIA,1,67,61197,60-75,11
48794,24,CHINA,1,67,61197,60-75,3
49650,21,SINGAPORE,1,67,61197,60-75,2
50320,6,THAILAND,1,67,61197,60-75,0
50365,35,"KOREA, REPUBLIC OF",1,67,61227,60-75,5
51175,28,GERMANY,1,67,61227,60-75,40
51213,34,UNITED STATES,1,67,61227,60-75,14
51443,5,BRUNEI DARUSSALAM,1,67,61227,60-75,6
52790,18,CHINA,1,67,61227,60-75,3
53376,39,MALAYSIA,1,67,61227,60-75,1
53557,4,MALAYSIA,1,67,61227,60-75,1
54289,49,SINGAPORE,1,67,61227,60-75,2
55590,33,AUSTRALIA,1,67,61227,60-75,9
55992,90,THAILAND,1,67,61227,60-75,0
56449,19,CHINA,1,67,61227,60-75,3
56881,34,UNITED KINGDOM,1,67,61227,60-75,27
57029,22,NEW ZEALAND,1,67,61227,60-75,7
57589,3,THAILAND,1,67,61227,60-75,0
58847,3,MALAYSIA,1,67,61227,60-75,1
59523,25,CHINA,1,67,61227,60-75,3
59905,10,THAILAND,1,67,61227,60-75,0
60749,7,THAILAND,1,67,61227,60-75,0
60764,28,SINGAPORE,1,67,61227,60-75,2
60884,89,AUSTRALIA,1,67,61227,60-75,9
60933,64,SINGAPORE,1,67,61227,60-75,2
61726,50,INDONESIA,1,67,61227,60-75,11
62946,8,THAILAND,1,67,61227,60-75,0
63014,56,JAPAN,1,67,61227,60-75,15
584,39,HONG KONG,0,68,61251,60-75,13
2563,40,JAPAN,0,68,61251,60-75,15
3190,88,CHINA,0,68,61251,60-75,3
4319,26,VIET NAM,0,68,61251,60-75,23
4831,35,THAILAND,0,68,61251,60-75,0
6153,60,UNITED STATES,0,68,61251,60-75,14
6708,12,SINGAPORE,0,68,61251,60-75,2
6833,78,UNITED STATES,0,68,61251,60-75,14
6834,9,UNITED STATES,0,68,61251,60-75,14
8193,2,THAILAND,0,68,61251,60-75,0
8517,80,THAILAND,0,68,61251,60-75,0
9170,8,PHILIPPINES,0,68,61251,60-75,8
9483,20,AUSTRALIA,0,68,61251,60-75,9
10405,49,NETHERLANDS,0,68,61251,60-75,29
10604,29,MALAYSIA,0,68,61251,60-75,1
10771,66,UNITED STATES,0,68,61251,60-75,14
11667,55,AUSTRALIA,0,68,61251,60-75,9
11877,21,CHINA,0,68,61251,60-75,3
12054,30,BRUNEI DARUSSALAM,0,68,61251,60-75,6
12055,30,BRUNEI DARUSSALAM,0,68,61251,60-75,6
12056,30,BRUNEI DARUSSALAM,0,68,61251,60-75,6
12964,89,MALAYSIA,0,68,61251,60-75,1
13772,66,UNITED STATES,0,68,61251,60-75,14
14376,23,AUSTRALIA,0,68,61251,60-75,9
14789,56,THAILAND,0,68,61251,60-75,0
15842,46,THAILAND,0,68,61251,60-75,0
15886,4,SINGAPORE,0,68,61251,60-75,2
15938,14,HONG KONG,0,68,61251,60-75,13
17076,23,UNITED KINGDOM,0,68,61251,60-75,27
17316,19,MALAYSIA,0,68,61251,60-75,1
18054,36,VIET NAM,0,68,61281,60-75,23
19116,43,THAILAND,0,68,61281,60-75,0
20763,4,SINGAPORE,0,68,61281,60-75,2
20922,36,HONG KONG,0,68,61281,60-75,13
20955,53,IRELAND,0,68,61281,60-75,18
22468,12,AUSTRALIA,0,68,61281,60-75,9
22970,39,INDIA,0,68,61281,60-75,12
23115,42,MALAYSIA,0,68,61281,60-75,1
23590,40,MALAYSIA,0,68,61281,60-75,1
25950,17,HONG KONG,0,68,61281,60-75,13
25977,61,INDONESIA,0,68,61281,60-75,11
26175,3,SINGAPORE,0,68,61281,60-75,2
26209,5,SINGAPORE,0,68,61281,60-75,2
26371,22,MALAYSIA,0,68,61281,60-75,1
26976,7,CHINA,0,68,61281,60-75,3
28772,44,SINGAPORE,0,68,61281,60-75,2
32339,92,CHINA,0,68,61281,60-75,3
32357,7,MALAYSIA,0,68,61281,60-75,1
38466,60,MALAYSIA,0,68,61281,60-75,1
40223,91,SINGAPORE,0,68,61281,60-75,2
40224,56,SINGAPORE,0,68,61281,60-75,2
40901,14,SINGAPORE,0,68,61281,60-75,2
41242,9,SINGAPORE,0,68,61281,60-75,2
41455,56,SINGAPORE,0,68,61281,60-75,2
42186,11,SINGAPORE,0,68,61281,60-75,2
43007,72,MALAYSIA,0,68,61281,60-75,1
43020,72,MALAYSIA,0,68,61281,60-75,1
46689,27,UNITED STATES,0,68,61281,60-75,14
47396,18,SINGAPORE,0,68,61281,60-75,2
48959,14,CHINA,0,68,61281,60-75,3
49566,90,MALAYSIA,0,68,61311,60-75,1
50491,9,HONG KONG,0,68,61311,60-75,13
50525,6,SINGAPORE,0,68,61311,60-75,2
50707,14,THAILAND,0,68,61311,60-75,0
51153,79,SINGAPORE,0,68,61311,60-75,2
52074,10,MALAYSIA,0,68,61311,60-75,1
53364,52,SINGAPORE,0,68,61311,60-75,2
53785,87,SINGAPORE,0,68,61311,60-75,2
54355,33,SINGAPORE,0,68,61311,60-75,2
54958,17,MALAYSIA,0,68,61311,60-75,1
54961,9,MALAYSIA,0,68,61311,60-75,1
55169,7,SINGAPORE,0,68,61311,60-75,2
56108,9,SINGAPORE,0,68,61311,60-75,2
57524,13,THAILAND,0,68,61311,60-75,0
58203,7,SINGAPORE,0,68,61311,60-75,2
58216,12,SINGAPORE,0,68,61311,60-75,2
58787,21,SINGAPORE,0,68,61311,60-75,2
61385,5,CHINA,0,68,61311,60-75,3
61664,6,SINGAPORE,0,68,61311,60-75,2
62408,30,SINGAPORE,0,68,61311,60-75,2
62754,28,VIET NAM,0,68,61311,60-75,23
62959,7,SINGAPORE,0,68,61311,60-75,2
393,13,THAILAND,1,68,61333,60-75,0
2339,5,BRUNEI DARUSSALAM,1,68,61333,60-75,6
2353,5,MALAYSIA,1,68,61333,60-75,1
3760,93,THAILAND,1,68,61333,60-75,0
5989,5,SINGAPORE,1,68,61333,60-75,2
8103,16,HONG KONG,1,68,61333,60-75,13
9248,40,HONG KONG,1,68,61333,60-75,13
14359,4,SINGAPORE,1,68,61333,60-75,2
17543,33,CHINA,1,68,61333,60-75,3
17960,4,SINGAPORE,1,68,61333,60-75,2
18800,25,SINGAPORE,1,68,61333,60-75,2
19868,44,SINGAPORE,1,68,61333,60-75,2
26365,4,SINGAPORE,1,68,61333,60-75,2
28679,73,UNITED STATES,1,68,61333,60-75,14
29255,40,SINGAPORE,1,68,61333,60-75,2
30173,8,MALAYSIA,1,68,61333,60-75,1
32160,59,CHINA,1,68,61333,60-75,3
32999,13,BRUNEI DARUSSALAM,1,68,61333,60-75,6
33174,50,HONG KONG,1,68,61333,60-75,13
34356,18,CHINA,1,68,61333,60-75,3
34375,79,THAILAND,1,68,61333,60-75,0
34728,76,"TAIWAN, PROVINCE OF CHINA",1,68,61333,60-75,16
37147,4,UNITED KINGDOM,1,68,61333,60-75,27
38253,45,THAILAND,1,68,61333,60-75,0
38638,4,SINGAPORE,1,68,61333,60-75,2
38800,11,SINGAPORE,1,68,61333,60-75,2
40143,35,SINGAPORE,1,68,61333,60-75,2
40710,16,UNITED STATES,1,68,61333,60-75,14
40913,69,SINGAPORE,1,68,61333,60-75,2
41333,28,SINGAPORE,1,68,61333,60-75,2
41558,5,UNITED STATES,1,68,61363,60-75,14
41574,9,MALAYSIA,1,68,61363,60-75,1
41651,7,AUSTRALIA,1,68,61363,60-75,9
41857,7,SINGAPORE,1,68,61363,60-75,2
41933,63,SINGAPORE,1,68,61363,60-75,2
42727,18,THAILAND,1,68,61363,60-75,0
43276,90,"KOREA, REPUBLIC OF",1,68,61363,60-75,5
43277,86,SINGAPORE,1,68,61363,60-75,2
43652,21,THAILAND,1,68,61363,60-75,0
44966,4,THAILAND,1,68,61363,60-75,0
47110,25,CHINA,1,68,61363,60-75,3
